Age,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Marketing,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmployeeSatisfaction,JobLevelSatisfaction,Attrition
27,1,363,9,2,2,1,3232,1,1,0,3,1,2,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,2.188193322921309,1,1
25,0,140,19,3,2,1,1996,3,0,0,4,2,3,2,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,2.838669582272527,3,1
31,1,1217,14,2,1,1,4039,1,0,0,9,3,2,7,1,5,True,True,False,False,False,False,False,False,False,False,True,False,True,1.7950557030227507,1,1
45,1,1327,2,1,1,3,10518,7,0,0,22,1,3,16,5,5,True,False,False,False,False,False,False,True,False,False,False,True,True,2.4771986441848624,4,1
32,0,1264,8,4,3,2,4802,4,0,0,8,2,3,7,3,1,True,True,False,False,False,True,False,False,False,False,False,True,False,3.122576267049911,6,1
24,0,407,7,3,2,1,2284,0,1,0,3,1,3,3,2,2,True,True,False,False,False,False,False,False,False,True,True,False,True,2.7207113404285184,3,1
28,1,406,23,3,2,1,2538,4,0,0,5,2,3,1,1,0,True,False,False,True,False,False,False,False,False,False,False,True,True,2.3333333333333335,2,1
35,1,1212,8,2,1,1,3412,6,0,0,9,4,2,4,2,2,True,True,False,False,False,False,False,False,False,True,False,True,True,2.09280660032349,1,1
29,1,1061,2,1,3,1,4757,8,1,2,5,2,4,3,3,2,True,True,False,False,False,False,False,False,False,False,False,True,True,2.4289839382022844,4,1
40,1,455,9,1,3,3,10066,5,0,1,21,3,3,3,2,1,True,True,True,False,False,False,False,True,False,False,True,False,False,2.0,10,1
30,1,1098,7,4,2,2,4958,1,0,0,9,2,2,8,3,1,True,True,False,True,False,True,False,False,False,False,False,True,True,2.6666666666666665,5,1
27,1,513,1,2,2,1,2641,1,0,0,6,2,2,6,5,5,True,False,False,True,False,False,False,False,False,False,False,False,True,3.3018678692734698,4,1
38,1,732,7,3,3,1,2041,3,0,0,11,3,1,4,3,0,True,False,False,False,False,True,False,False,False,False,True,False,True,2.4763659774604596,1,1
31,1,390,20,1,2,1,2784,1,0,0,1,2,1,1,0,1,True,True,True,False,False,True,False,False,False,True,False,False,True,2.5627354747409297,3,1
43,1,674,5,1,1,2,5401,7,1,0,17,2,2,1,0,0,True,True,False,False,False,True,False,False,False,False,True,False,True,2.7849386488102716,8,1
50,1,292,5,3,2,1,2343,7,0,0,13,3,1,9,8,7,True,False,False,True,False,True,False,False,False,False,False,True,True,3.261402046721233,2,1
32,1,438,8,3,3,2,4201,0,0,0,8,3,1,8,2,6,True,False,False,False,False,False,False,True,False,False,False,True,True,2.2404781298970775,3,1
28,1,572,4,3,2,1,2033,1,0,0,7,3,1,3,2,1,True,True,False,False,False,True,False,False,False,True,False,False,True,2.9232577384846543,2,1
24,1,1297,8,3,1,1,3980,1,1,0,5,2,3,5,3,2,True,False,False,False,False,True,False,False,False,False,False,False,True,2.54987336972673,2,1
34,1,1351,2,3,2,1,2007,5,1,0,5,2,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,2.888187848248415,2,1
31,0,298,26,2,1,1,4967,8,0,0,7,5,3,2,2,2,True,True,False,False,False,False,False,False,False,False,False,True,True,2.2055703078546816,2,1
45,1,986,1,3,3,1,4740,4,1,0,4,3,3,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,True,3.38946108051071,5,1
32,1,304,10,3,1,1,2365,0,0,1,2,3,2,1,1,0,True,True,True,False,False,True,False,False,False,True,True,True,False,3.418921362567014,2,1
28,1,528,2,1,3,1,3513,2,0,0,5,4,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,2.41413953582106,3,1
27,1,461,11,1,2,1,4460,2,0,0,5,1,2,3,2,2,False,True,True,False,False,False,False,False,False,True,False,True,False,1.6570259429314724,2,1
24,1,384,8,1,2,1,4398,2,0,0,5,2,3,3,2,2,True,True,False,False,False,False,False,True,False,True,False,True,False,1.0076068902717163,1,1
32,1,463,2,1,3,1,2708,6,0,0,12,2,3,8,7,6,True,False,False,False,False,True,False,False,False,False,True,True,False,1.0553214766754186,1,1
38,1,1091,4,1,1,1,2766,3,0,0,7,0,2,5,5,0,True,False,False,True,False,True,False,False,False,False,True,True,False,2.8946345729955505,3,1
39,2,794,11,3,3,1,2631,1,0,1,10,4,2,5,4,4,True,True,False,False,False,True,False,False,False,True,False,True,False,3.1606206614309613,3,1
29,1,354,2,2,1,1,2793,5,0,2,4,3,3,2,2,2,False,True,True,False,False,False,False,False,False,True,True,False,True,2.615834996809842,2,1
29,0,1195,19,1,2,3,8387,1,0,1,10,2,2,4,2,3,True,True,True,True,True,False,False,False,False,False,False,True,True,1.531882644028977,6,1
40,1,679,12,1,2,2,4866,5,0,0,9,3,2,3,0,2,True,False,False,False,False,True,False,False,False,False,True,True,False,2.0,5,1
49,1,1323,5,1,3,1,2455,8,0,2,16,1,3,9,0,6,True,False,False,False,False,True,False,False,False,False,True,True,False,2.3333333333333335,3,1
51,1,367,23,3,2,3,11699,4,1,0,21,2,2,7,3,2,False,True,True,False,False,False,False,False,False,False,True,False,True,2.3333333333333335,5,1
38,1,1003,14,1,3,3,13633,6,1,0,17,2,3,10,6,7,True,True,True,False,False,False,True,False,False,False,False,True,True,2.819451577514748,9,1
45,0,1127,10,2,2,3,8526,6,0,0,10,2,2,8,7,7,True,True,False,True,True,False,False,False,False,False,False,False,True,2.041960806155271,5,1
26,1,590,3,2,3,1,4129,0,0,0,5,2,2,4,2,4,True,False,False,False,False,False,False,True,False,False,False,True,True,2.3163197749546165,4,1
27,2,630,13,2,1,1,1229,1,0,0,1,3,3,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,3.050792703619695,3,1
32,1,566,9,1,3,2,8130,0,1,0,6,2,3,5,2,3,True,True,True,False,True,False,False,False,False,False,False,False,True,1.2310040982083374,3,1
34,1,880,11,3,3,1,4572,3,0,0,12,2,3,10,8,6,True,True,False,False,False,False,False,False,False,False,False,False,True,3.01450563355898,7,1
42,1,1433,22,1,2,1,4205,2,0,0,15,2,3,4,3,2,True,False,False,False,False,True,False,False,False,False,False,False,True,1.4458007837659097,2,1
21,1,456,2,2,2,1,2043,2,0,0,3,2,2,2,2,2,True,True,False,False,False,False,False,False,False,True,False,True,True,2.781479594121957,2,1
26,1,891,5,3,1,1,2362,1,1,1,7,2,3,7,6,6,True,False,False,True,False,False,False,False,False,False,False,True,False,2.3333333333333335,2,1
22,1,1294,8,2,3,1,2397,1,0,0,1,5,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,True,False,2.3333333333333335,1,1
46,1,770,8,2,2,2,6604,5,0,2,10,4,3,6,3,0,False,True,True,False,False,False,False,False,False,False,True,True,False,2.7632288683105752,6,1
34,2,876,13,3,2,2,4576,2,0,0,13,2,3,11,8,7,True,True,False,False,False,False,False,False,False,False,False,False,True,2.932227731505277,7,1
37,1,924,2,3,3,2,4858,3,0,1,7,2,3,5,2,3,True,False,False,False,False,True,False,True,False,False,False,True,False,2.0769676415360347,4,1
30,1,943,8,3,3,1,2634,3,0,0,5,5,2,3,2,3,True,False,False,True,False,True,False,False,False,False,False,True,True,2.8227322975910316,1,1
30,2,875,14,2,2,1,2609,1,0,1,1,4,2,1,1,1,True,False,False,False,False,True,False,False,False,False,True,True,False,2.9785671303480723,2,1
48,1,883,6,1,2,1,2700,2,1,0,3,2,3,2,2,2,True,True,True,False,False,False,False,False,False,True,True,True,False,2.565831266208778,3,1
27,1,290,20,1,3,1,2764,1,0,0,1,1,1,1,0,0,True,True,False,False,False,True,False,False,False,True,False,False,True,2.7947207410758024,3,1
18,1,234,3,3,3,1,1423,1,0,0,0,2,2,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,3.0101853316161176,3,1
22,1,1247,3,2,2,1,2846,0,0,0,1,4,3,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,2.9809554004891208,3,1
29,2,784,12,3,2,1,2370,4,1,0,3,3,3,1,1,1,True,True,True,True,False,False,False,False,False,True,False,True,True,3.3333333333333335,3,1
27,1,660,1,1,1,1,2221,6,1,0,9,3,3,6,6,6,True,True,True,False,False,False,False,False,False,True,False,False,True,2.3878715076314276,2,1
37,1,846,14,3,2,1,2423,7,1,0,4,4,3,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,True,3.070504658373106,2,1
48,1,656,8,3,2,3,10129,7,0,0,24,1,2,11,10,5,True,True,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,3,1
32,1,436,6,1,1,2,6127,2,1,0,10,3,2,7,7,6,True,True,False,False,False,True,False,False,False,False,False,True,True,2.485941491583595,6,1
35,1,1012,8,3,2,1,2932,1,1,0,4,4,3,4,2,1,True,False,False,False,False,True,False,False,False,False,False,False,True,3.1242488593479196,3,1
28,1,215,12,2,1,1,1362,1,0,0,1,2,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,2.4614503376718444,2,1
34,1,1117,9,2,1,2,4824,3,0,0,12,2,1,5,1,0,True,False,False,False,True,True,False,False,False,False,False,True,False,1.9262024487801903,4,1
20,1,866,6,3,2,1,2926,1,0,0,1,4,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,3.299801802193059,3,1
22,1,1299,8,3,2,1,2396,1,0,0,1,5,2,1,0,0,True,False,False,True,False,True,False,False,False,False,True,True,False,2.3508584771232477,1,1
37,1,408,20,1,3,3,7834,1,0,1,10,2,2,10,5,6,True,True,True,False,True,False,False,False,False,False,False,True,False,3.141487760230782,12,1
28,1,976,4,1,2,1,3399,3,1,1,7,2,2,5,4,4,True,False,False,True,False,True,False,False,False,False,True,True,False,2.4865731960588726,3,1
29,1,397,21,3,2,3,7368,0,0,0,10,2,1,10,7,9,True,True,False,False,True,False,False,False,False,False,False,True,True,2.099494236021043,4,1
25,1,617,23,2,1,1,1116,1,0,0,1,3,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,3.6306734206796185,4,1
29,1,826,6,1,3,1,3339,2,1,1,10,2,3,7,7,7,True,False,False,True,False,True,False,False,False,False,True,False,True,1.9248585791871227,2,1
53,1,600,10,2,2,1,4950,5,0,1,9,2,2,6,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False,1.854762368255101,3,1
29,2,425,9,1,2,1,2034,2,0,1,2,2,3,1,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,1.8559583104893183,1,1
30,1,229,9,1,1,1,1250,1,0,0,1,3,3,1,0,0,True,True,False,False,False,False,False,False,False,True,False,False,True,2.117085697660288,2,1
28,1,1174,9,3,2,1,3798,1,1,0,8,3,3,8,4,6,True,False,False,True,False,True,False,False,False,False,False,True,True,2.5503586078450873,2,1
41,1,1136,18,2,2,1,2592,1,0,0,3,2,3,2,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6085728669157264,2,1
21,1,1329,14,1,2,1,2072,1,0,0,0,2,2,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,2.510718869570979,2,1
33,0,534,1,3,2,1,3708,0,1,0,5,2,1,2,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0831362403531957,2,1
27,1,894,7,3,2,1,2381,3,1,0,5,3,3,4,4,4,True,False,False,False,False,False,False,False,False,False,False,True,True,2.4696184184172743,2,1
45,1,606,8,2,2,2,9587,1,0,0,8,3,3,8,7,7,False,True,True,False,False,False,False,False,False,False,False,False,True,3.4675119140849926,11,1
32,1,351,5,3,2,1,2848,1,0,0,1,2,3,1,0,0,False,True,True,False,False,False,False,False,False,True,False,False,True,2.9850252031399362,2,1
25,1,945,18,4,3,1,2173,0,0,0,3,3,2,3,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,2.730095503813125,2,1
43,2,706,5,3,2,1,2691,3,0,1,14,3,3,6,5,5,False,True,False,False,False,False,False,False,False,True,False,True,True,3.3333333333333335,3,1
27,1,468,16,3,1,1,2319,3,1,0,1,3,1,1,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,3.123617776049206,4,1
41,1,1098,6,2,1,3,10527,1,0,0,16,2,2,8,4,5,True,True,False,False,False,False,False,True,False,False,False,True,True,3.3276914173049095,12,1
38,0,579,2,1,2,1,3634,1,1,0,10,1,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,1.3931061997410275,1,1
49,2,592,11,2,3,2,6717,3,1,0,16,3,3,4,3,3,False,True,False,True,False,False,False,False,False,False,False,True,True,2.196054456385368,6,1
29,1,812,5,2,1,2,5944,1,1,0,8,1,3,8,7,4,True,True,True,False,False,True,False,False,False,False,False,False,True,3.018512325219138,7,1
26,1,1192,3,2,2,1,3592,2,1,0,6,3,3,5,4,4,True,False,False,True,False,True,False,False,False,False,False,True,False,3.1882120480315113,4,1
34,1,881,10,3,3,1,4553,3,0,0,11,2,3,9,8,6,True,True,False,False,False,False,False,False,False,False,False,False,True,3.046581474172884,7,1
27,2,1447,7,1,2,1,2895,2,0,0,3,2,3,2,1,1,False,True,False,True,False,False,False,False,False,True,False,True,False,2.2609729395119653,2,1
32,0,1006,9,4,1,1,2304,1,1,0,4,2,3,4,2,0,True,True,False,True,False,False,False,False,False,True,False,True,True,2.3333333333333335,1,1
24,1,1340,11,3,2,1,2384,2,0,0,3,4,2,2,0,1,True,False,False,True,False,True,False,False,False,False,True,True,False,2.4732000144948016,2,1
25,1,425,15,4,2,1,2455,1,1,0,1,2,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.845789640209894,3,1
39,1,675,8,3,2,1,2019,3,0,0,14,3,1,5,4,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.3333333333333335,1,1
21,1,307,8,1,2,1,2660,1,0,0,1,2,2,1,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,2.114960728447043,2,1
33,1,212,16,1,3,2,8576,2,0,0,11,2,2,0,0,0,True,True,False,False,True,False,False,False,False,False,False,True,True,1.724565839535539,3,1
28,1,344,16,1,2,1,2355,3,1,3,3,3,3,1,1,0,True,False,False,False,False,True,False,False,False,False,True,True,False,2.1864631882381085,1,1
21,0,525,9,1,2,1,1878,1,0,0,2,2,3,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,1.7501043318950984,1,1
23,1,805,2,2,3,1,2298,1,1,0,5,2,2,2,0,0,True,True,True,False,False,False,False,False,False,True,False,True,True,2.511734348692609,4,1
20,1,1354,9,3,3,1,1047,1,1,0,1,4,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,3.5801238894586787,2,1
26,2,1335,21,1,2,1,2863,1,0,0,1,2,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,1.3745115081194865,2,1
18,1,1299,5,2,3,1,1850,1,1,0,0,2,3,0,0,0,True,True,True,False,False,True,False,False,False,True,False,True,True,2.633598846713223,1,1
31,1,755,24,1,2,2,5587,1,1,0,9,3,2,8,6,7,False,True,True,False,False,False,False,False,False,False,True,True,False,2.721467160896474,8,1
44,1,645,14,1,3,3,8006,1,0,0,10,2,2,9,7,5,True,True,False,False,True,False,False,False,False,False,False,True,True,2.9597042654345227,11,1
18,1,1299,5,2,3,1,1847,1,1,0,0,2,3,0,0,0,True,True,True,False,False,True,False,False,False,True,False,True,True,2.630413860905842,1,1
49,1,1210,22,1,3,2,10365,5,1,0,13,1,2,2,1,2,False,True,True,False,False,False,False,False,False,False,False,False,True,1.6565643215259467,3,1
29,1,188,24,1,3,2,7721,0,0,2,9,3,2,9,3,8,False,True,True,False,False,False,False,False,False,False,False,True,True,3.004965649578525,10,1
32,1,956,2,3,3,1,2068,1,0,0,11,2,2,4,1,3,True,True,False,True,False,False,False,False,False,True,False,True,True,3.4568373330458737,4,1
35,0,1363,17,1,3,2,5311,8,0,0,8,2,2,4,2,3,False,True,True,False,False,False,False,False,False,False,False,False,True,2.275613030404513,7,1
34,0,360,6,3,2,1,2326,0,1,0,4,0,2,3,2,2,True,False,False,False,False,False,False,False,False,False,True,False,True,1.9372895445380105,1,1
46,0,705,28,1,3,3,11964,1,1,0,10,2,2,9,6,8,True,False,False,False,False,False,True,False,False,False,False,True,False,2.376941001963473,6,1
36,0,567,1,1,2,1,3672,1,1,0,8,2,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.078072757560739,1,1
27,1,374,11,1,2,1,2316,3,1,2,3,2,3,2,2,0,False,True,False,False,False,False,False,False,False,True,True,False,False,2.313386275920446,1,1
18,1,330,9,3,3,1,1505,1,0,0,0,2,2,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,3.223716768205575,3,1
26,0,269,28,2,1,1,4968,8,0,0,7,5,3,2,2,2,True,True,False,False,False,False,False,False,False,False,False,True,True,2.3150542707497292,2,1
36,1,1049,3,1,1,2,6905,5,0,0,11,2,3,2,2,2,False,True,False,False,False,False,False,False,False,False,False,True,True,1.960356682723758,4,1
38,0,581,1,1,2,1,3657,1,1,0,10,2,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,1.64114340436286,1,1
49,1,1000,14,1,1,3,11021,1,0,0,15,2,2,5,3,4,True,False,False,False,False,False,True,True,False,False,False,True,True,2.793416531191366,10,1
40,2,437,1,3,3,1,2328,2,1,2,5,2,2,4,2,2,True,False,False,True,False,False,False,False,False,False,True,False,True,2.8217397039019687,2,1
20,1,1336,10,3,2,1,1382,1,0,0,1,5,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,1.8322405125938903,1,1
30,1,204,7,1,2,1,1273,1,0,0,0,2,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.0769194516047826,2,1
25,1,1341,20,1,1,1,2318,1,0,0,1,2,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,2.3333333333333335,2,1
29,1,224,1,1,2,1,2363,5,0,0,10,2,1,8,6,6,True,False,False,True,False,False,False,False,False,False,False,False,True,1.6666666666666667,1,1
20,1,141,5,1,3,1,2964,1,0,0,1,2,2,1,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,1.3986599325791067,1,1
32,1,264,8,4,1,1,2359,0,0,0,3,2,2,3,2,1,True,True,True,False,False,False,False,False,False,True,True,False,True,3.6666666666666665,3,1
23,1,1281,6,4,2,1,3875,1,1,0,5,2,3,5,5,3,True,False,False,True,False,True,False,False,False,False,False,True,True,2.92051700757546,3,1
34,1,880,11,3,3,1,4577,3,0,0,12,2,3,10,8,6,True,True,False,False,False,False,False,False,False,False,False,False,True,3.0054160664090164,7,1
30,1,1256,2,3,3,1,1425,1,0,0,1,2,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,2.3333333333333335,1,1
23,0,197,5,2,3,1,1962,1,0,0,0,0,3,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,2.8715487152445034,2,1
33,1,500,1,2,3,1,2695,3,0,0,11,2,2,9,8,7,True,False,False,False,False,True,False,False,False,False,False,True,True,2.519677872211952,2,1
36,1,1123,2,2,1,1,2794,3,1,1,7,1,2,5,5,0,True,False,False,False,False,True,False,False,False,False,True,True,False,3.0,4,1
33,1,790,24,1,2,2,4598,0,0,0,15,2,3,14,8,9,True,True,False,False,False,False,False,False,False,False,False,False,True,2.0,4,1
32,1,580,19,2,1,2,4576,2,1,1,4,1,2,2,2,2,False,True,True,False,False,False,False,False,False,False,False,True,False,2.8787488502075163,6,1
54,1,588,6,3,2,3,10065,5,1,0,28,1,2,11,8,8,True,True,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,4,1
25,1,1332,9,3,2,1,4055,1,0,0,6,2,2,4,3,2,True,True,False,False,False,True,False,False,False,False,True,False,True,2.4846764676420823,2,1
34,1,1282,8,1,1,2,6346,5,0,1,13,2,3,1,1,1,False,True,True,False,False,False,False,False,False,False,True,False,True,1.6666666666666667,2,1
23,1,527,5,1,2,1,4258,1,0,0,4,2,3,3,2,2,True,True,False,False,False,False,False,True,False,True,False,True,False,1.6184023210093992,4,1
34,1,1398,15,3,3,2,10002,3,1,0,8,0,2,2,0,2,False,True,True,False,False,False,False,False,False,False,False,False,True,3.0825196945819426,5,1
29,1,414,12,1,1,1,2768,1,0,0,1,2,2,1,1,1,True,True,True,False,False,True,False,False,False,True,False,False,True,2.4150576811573674,2,1
21,2,251,9,1,2,1,2624,1,0,0,2,2,1,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,2.3333333333333335,2,1
36,1,706,12,1,3,2,4837,6,0,1,8,2,2,1,0,0,True,False,False,False,False,True,False,True,False,False,True,True,False,2.0,5,1
24,1,451,16,3,1,1,2311,1,1,0,1,2,1,1,0,0,True,True,False,True,False,True,False,False,False,True,True,False,True,3.0,4,1
20,1,423,5,2,2,1,2502,1,0,0,1,2,3,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,2.445438095897785,2,1
24,1,474,11,1,2,1,1951,1,0,0,1,2,4,1,0,0,True,True,False,False,False,False,False,False,False,True,False,True,True,1.8446143515493285,1,1
42,1,328,20,2,3,2,4259,1,0,1,6,4,2,4,1,2,True,True,False,False,False,False,False,True,False,False,False,True,True,2.119202461606134,2,1
41,1,681,12,1,2,2,4870,5,0,0,9,3,2,3,0,2,True,False,False,False,False,True,False,False,False,False,True,True,False,2.0,5,1
33,1,1368,9,3,1,1,2153,4,0,0,5,2,2,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.791733233989531,3,1
37,0,578,1,1,2,1,3661,1,1,0,9,2,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,1.7522063218203636,1,1
22,1,1290,4,2,3,1,1716,1,0,0,0,2,3,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,2.5557953728483978,2,1
39,2,787,10,3,3,1,2633,1,0,1,10,3,2,5,4,4,True,True,False,False,False,True,False,False,False,True,False,True,False,3.172811440525685,3,1
26,1,891,6,3,2,1,2375,2,1,0,6,2,3,6,5,5,True,False,False,False,False,False,False,False,False,False,False,True,True,2.414304907392874,2,1
25,1,1437,1,1,3,1,3141,0,0,0,5,3,3,4,3,3,False,True,True,True,False,False,False,False,False,True,True,False,True,1.7929549895507924,1,1
42,1,730,5,1,2,2,6770,4,0,0,14,3,3,2,1,1,False,True,False,True,False,False,False,False,False,False,False,True,True,1.8598888469153034,5,1
29,1,366,24,3,2,2,6980,3,0,0,9,4,1,8,5,4,False,True,True,False,False,False,False,False,False,False,False,True,True,2.1852762107160486,2,1
19,1,415,20,3,2,1,2117,1,1,0,1,2,3,1,0,0,True,True,False,False,False,False,False,False,False,True,False,True,True,2.6011875041474823,1,1
23,1,641,3,1,3,1,4123,1,0,1,4,3,3,2,2,2,True,False,False,False,False,True,False,True,False,False,False,True,False,1.8870611259394479,4,1
28,1,472,2,1,2,1,2661,5,0,0,9,3,4,6,4,4,True,False,False,True,False,True,False,False,False,False,False,True,True,1.5316376238632745,1,1
53,1,809,2,3,2,5,19738,4,1,0,24,2,3,7,2,4,True,True,True,False,False,False,True,False,False,False,False,True,True,2.8053886992584474,5,1
25,1,800,6,3,2,1,2939,1,0,0,3,3,3,2,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,2.7883557106666235,2,1
44,1,1276,8,3,3,3,7329,4,0,2,13,2,3,8,7,7,True,True,False,False,False,False,False,True,False,False,False,True,True,2.588444239796665,6,1
29,1,508,17,1,1,1,4525,3,0,0,4,2,3,2,2,2,False,True,False,False,False,False,False,False,False,True,False,True,False,2.3185217080919536,4,1
36,1,567,2,4,3,1,2679,1,1,0,11,2,2,9,8,7,True,True,False,False,False,False,False,False,False,True,False,True,True,3.5926713656477003,3,1
33,1,796,24,1,2,2,4582,0,0,0,15,2,3,14,8,9,True,True,False,False,False,False,False,False,False,False,False,False,True,2.0,4,1
28,1,346,11,2,2,2,5801,1,1,0,6,1,3,4,2,2,True,True,True,False,False,False,False,True,False,False,False,True,True,2.8839418453630037,6,1
27,2,1412,11,1,2,1,2884,1,0,0,2,2,3,1,0,0,False,True,False,True,False,False,False,False,False,True,False,True,False,1.9685891245563671,2,1
25,1,1282,3,3,3,1,1633,1,0,0,0,2,3,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,2.4984315409226445,2,1
22,1,1294,8,2,3,1,2397,1,0,0,1,5,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,True,False,2.3333333333333335,1,1
30,0,340,10,2,2,1,2326,1,1,1,4,1,3,2,2,1,True,False,False,False,False,False,False,False,False,False,True,False,True,1.787929755630289,1,1
44,1,1375,1,1,2,3,10481,8,0,0,23,1,2,19,5,5,False,True,False,False,False,False,False,False,False,False,False,True,True,2.330264487098169,3,1
21,1,375,22,4,1,1,1611,1,0,0,0,2,2,0,0,0,False,True,True,False,False,False,False,False,False,True,False,True,True,3.4896235233118063,3,1
34,1,702,19,3,2,2,4609,0,1,0,8,0,2,7,4,4,False,True,True,False,False,False,False,False,False,False,False,True,True,2.9078923173203024,5,1
29,1,918,10,2,3,1,1082,1,0,0,1,3,2,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,True,2.9560138309364308,3,1
32,1,355,9,3,3,1,2838,1,1,0,1,2,2,1,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,2.9274162279644633,3,1
49,1,873,3,1,2,1,2682,1,1,0,3,2,3,3,2,2,True,True,True,True,False,False,False,False,False,True,False,True,True,2.343850873850411,2,1
26,1,632,3,2,3,1,3160,0,0,0,7,2,3,6,4,4,True,False,False,True,False,True,False,False,False,False,True,False,True,2.2504170121355274,1,1
31,1,1059,1,3,2,1,2302,1,1,0,3,1,3,2,2,2,True,True,False,False,False,False,False,False,False,True,False,False,True,2.321319346613913,2,1
43,1,430,1,3,2,1,2341,1,1,2,5,2,1,4,2,2,True,False,False,True,False,True,False,False,False,False,True,False,True,2.679606582238818,2,1
36,0,1157,11,1,1,2,4817,5,0,0,14,2,1,1,0,0,True,True,True,False,True,False,False,False,False,False,False,True,True,1.409281685685187,4,1
35,1,749,1,1,1,3,10547,3,0,0,16,2,1,14,3,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.727037499160928,9,1
32,1,311,8,3,1,1,2346,1,0,1,3,3,2,2,2,0,False,True,True,False,False,False,False,False,False,True,True,False,False,3.1853518841864172,2,1
31,2,368,13,2,3,2,7448,0,1,0,10,1,3,7,6,6,True,True,False,True,True,False,False,False,False,False,False,True,True,2.5746938037532563,11,1
25,1,506,1,2,2,1,2621,1,0,0,5,2,3,5,4,3,True,False,False,True,False,False,False,False,False,False,False,False,True,3.139504952385831,4,1
28,1,129,12,1,2,2,5762,4,0,0,6,3,1,5,3,0,False,True,True,True,False,False,False,False,False,False,False,False,True,1.5652866676838928,4,1
40,1,1023,4,2,2,2,5981,7,1,0,8,0,1,5,3,4,True,True,False,False,False,False,False,True,False,False,False,True,True,2.2855587743088,7,1
52,1,690,8,2,2,1,4943,2,0,0,10,2,2,7,2,6,True,False,False,False,False,False,False,False,False,False,False,True,False,1.9611366551506797,3,1
31,1,328,22,3,3,2,6165,1,1,1,10,2,2,10,2,7,True,True,False,False,False,False,False,True,False,False,False,True,True,3.6666666666666665,6,1
28,1,261,12,3,2,2,5767,1,1,0,7,1,3,7,5,4,False,True,True,False,False,False,False,False,False,False,False,False,True,3.4456863966835405,6,1
